"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"default",23,16,13,10,142.56283402957146,60
"default",26,24,29,15,103.77580935423833,50
"default",20,16,30,16,103.25157710191726,50
"default",36,40,10,10,409.0806301843764,200
"default",10,18,43,30,379.49949441197975,180
"default",40,27,27,32,143.38177025656404,70
"default",3,10,30,17,285.5188182452312,140
"default",19,40,35,22,254.04480465945397,120
"rich",20,20,15,45,23.055963482736303,9.021681420724821
"default",30,25,15,24,160.15243695174743,80
"default",36,24,43,9,184.385892394635,80
"default",10,34,30,18,271.5842873419293,130
"default",40,29,13,40,317.83141230966834,150
"hurry",20,20,20,0,47.37360463795661,50
"default",17,10,40,5,240.5558825501828,120
"default",30,17,22,37,227.13684651826662,110
"default",22,37,17,10,283.2535161925457,140
"default",22,40,17,32,110.79616888083088,50
"normal",49,0,24,27,25.46685808536052,95.89029418578416
"default",27,32,10,12,266.87850362300867,130
"default",34,40,23,40,121.4997850812959,60
"default",24,20,20,26,93.19907630753323,40
"default",40,14,44,15,49.538211791476435,20
"default",40,5,44,30,257.62092160930433,130
"default",8,35,8,8,275.3643845239033,140
"default",13,10,29,31,274.7165467680741,130
"default",32,15,22,27,161.19163844038542,80
"normal",10,35,24,26,30.40628741726864,28.31945983475263
"default",40,16,37,26,112.47495018058378,50
"rich",10,10,39,15,15.54717222576625,2.290768577414041
"default",4,4,30,40,451.1281630097111,220
"default",44,8,23,25,280.61628905144454,140
"default",40,6,9,35,436.5006399375918,210
"default",41,41,47,47,105.90544365097834,40
"default",1,35,20,24,227.45964049540612,110
"normal",40,15,24,24,34.31445617282142,64.041890008188
"default",20,18,30,21,107.90797052272643,50
"default",22,27,10,30,125.79504339615693,60
"default",43,43,10,28,368.36400757369495,180
"default",24,32,20,6,265.974723887158,130
"default",10,28,40,28,310.1218247442592,150
"default",37,26,10,33,282.2654874974884,140
"default",37,40,40,3,385.4404968959697,190
"rich",10,10,26,21,43.76101898836198,12.783388674596756
"default",27,38,23,16,228.88253288197063,110
"default",46,4,49,49,463.3442991966403,230
"default",21,40,40,7,386.2517637297874,190
"default",22,32,29,31,77.86176008565285,40
"default",10,31,44,7,424.0231505564648,210
"default",40,23,24,40,239.03954565093426,120
"default",20,22,45,6,303.29396449736385,150
"default",11,20,40,16,296.91995885556037,150
"default",11,24,10,19,66.62797012732203,30
"default",29,24,20,1,258.9722973071781,120
"default",13,24,20,28,87.55925410791903,40
"default",23,25,26,33,86.54192226397738,40
"default",24,23,42,42,276.99018833130344,130
"default",8,8,30,40,393.81094792776656,190
"default",10,19,27,40,277.79467880340593,140
"default",20,11,22,17,68.08764641896848,30
"normal",15,40,27,27,25.99363967807312,38.15298812154798
"default",47,2,8,35,520.761829650852,260
"budget",40,15,20,0,295.1599088093473,500.0
"normal",0,49,29,24,41.9824559131676,87.77572004890206
"budget",24,24,20,0,281.6043455207872,486.62100242385753
"default",24,22,49,49,374.95491632106996,180
"default",21,37,37,26,200.30504341081075,100
"default",44,7,36,40,364.4406432986301,170
"default",34,21,42,11,141.4663074037774,60
"hurry",30,40,0,0,0.1420321173069814,50
"default",40,18,22,24,200.03615204156876,90
"normal",24,35,27,27,27.287305408237703,40.89838785020705
"default",40,19,43,10,98.50100219751889,50
"default",40,8,30,48,425.2925785502186,210
"hurry",40,30,20,0,5.742343428919642,50
"default",40,28,25,23,159.60015672369326,80
"default",20,38,44,15,343.66617222495535,170
"budget",30,40,0,0,552.3082451914382,1000.0
"default",46,5,22,22,304.88156270199306,150
"budget",49,15,20,0,377.4259171985849,652.9931086925803
"default",29,40,26,15,258.07955379217384,130
"hurry",40,30,20,0,32.87411103566667,50
"default",40,31,29,15,219.40156426921612,100
"default",20,6,34,15,175.78504786498382,80
"default",28,40,40,35,136.18901068395454,60
"opportune",20,30,26,26,39.753616028395285,306.42834825152954
"budget",15,40,0,0,486.7438194513585,854.4003745317531
"default",33,18,30,45,298.023216362923,140
"default",22,22,49,15,284.85517568594696,140
"default",26,24,21,21,83.5296726577676,30
"default",27,27,21,24,82.94527022913672,30
"default",28,17,20,6,136.98301610339573,70
"normal",24,35,24,27,34.85381683296159,25.05177813600279
"default",20,11,40,13,204.70046364220758,100
"default",13,34,22,26,125.9265897457024,60
"default",17,40,18,24,165.87732783352175,80
"normal",24,35,24,26,27.99830973847025,31.60420831967736
"default",24,18,27,38,209.5853302421926,100
"default",46,15,27,24,225.05051282405645,110
"default",38,40,37,25,163.73433603573451,80
"default",13,20,16,33,148.44615797667953,70
"default",15,45,22,26,210.873130477895,100
"normal",20,20,24,28,42.57856685821095,30.890439235912076
"default",9,35,14,34,57.46886639463661,30
"opportune",10,20,24,26,7.634693280640693,352.9641913042216
"default",45,30,38,15,180.07064602263813,80
"default",15,24,15,24,8.45821306030664,0
"default",24,26,15,44,222.35032932802628,100
"default",40,36,25,36,154.66904983057663,80
"rich",20,30,25,25,46.87202193397758,1.0332114406676751
"default",38,28,41,13,157.51417540856804,80
"default",40,13,14,10,265.32740110563464,130
"default",19,20,20,5,158.5195703070066,80
"default",29,39,40,20,233.76582347417977,110
"default",16,10,17,24,147.12163537931758,70
"default",10,13,20,5,136.4899630908238,60
"default",20,13,10,14,103.96215362240822,50
"default",26,15,20,1,170.36976507739945,80
"default",6,35,35,22,327.6248771406009,160
"default",26,40,19,40,79.12402523123997,40
"default",40,7,18,24,284.4056289177512,140
"default",24,29,10,12,228.39060128627403,110
"default",27,20,28,17,45.462000215023984,20
"default",27,19,40,13,159.01901646129434,70
"default",17,32,24,31,84.3943289029637,40
"default",25,25,18,24,82.73606436314458,40
"default",2,47,37,25,429.2806052645353,210
"default",15,33,18,24,98.99378256662943,50
"default",20,12,12,10,87.8233135945155,40
"default",40,2,38,15,145.83995480717968,70
"default",9,9,40,12,319.73917909197365,160
"default",40,19,26,33,204.77978026258768,100
"default",40,3,38,40,381.86449678760863,190
"default",26,24,46,4,297.88764069926424,140
"normal",10,24,24,29,33.820868130135906,55.994642497896024
"opportune",10,35,24,25,44.505721165202715,399.6314255366667
"default",28,24,7,7,281.2617739497456,140
"default",40,20,30,15,151.561276401321,60
"default",30,42,18,10,352.794433132449,170
"default",20,27,40,17,239.88198852290898,110
"default",18,24,29,31,131.24911265363687,70
"default",40,35,20,29,217.42531284168166,100
"default",40,5,10,36,441.563099164082,220
"default",24,16,3,46,380.4344113932941,180
"default",16,40,25,23,211.59937667562565,100
"default",45,15,20,21,270.11997825145573,130
"default",10,26,39,29,301.6531449302114,150
"opportune",20,0,24,24,15.712341048567241,491.1641463312567
"default",23,14,10,22,174.0467129790901,80
"default",1,35,22,37,217.3328474615157,110
"default",7,7,18,32,285.84846299829894,140
"default",10,14,20,19,118.98679964922316,60
"default",22,24,40,20,196.7515671372042,90
"default",24,23,22,17,64.68464044310119,30
"normal",24,35,24,28,38.962602354217736,12.107174226643995
"default",8,35,10,15,210.4906796993098,100
"hurry",10,10,0,0,4.627639756892458,50
"default",15,10,12,20,114.38805819058547,50
"default",26,21,32,17,88.92186718098213,40
"default",14,39,13,38,16.0438040644551,10
"default",11,24,24,34,166.28258049191817,80
"default",43,30,24,24,225.34658216424992,100
"normal",20,30,28,28,41.23091282985932,16.165673161411814
"budget",24,15,0,0,357.3003788998493,566.0388679233962
"normal",24,24,25,23,40.472483448032676,3.5430258121356206
"default",10,22,17,24,74.75745036883544,40
"default",24,21,24,26,64.12731709368747,20
"hurry",10,35,20,0,6.120960533537668,50
"default",40,17,24,40,285.8217934147746,140
"budget",40,30,20,0,414.70893228381124,721.1102550927978
"default",5,35,10,11,257.56465617099303,120
"default",30,23,34,21,46.916820244954415,20
"normal",40,15,27,24,24.221235214994458,93.66654933774285
"default",38,40,15,43,247.05908666598535,120
"default",41,15,15,10,272.50724737440527,130
"default",12,40,13,40,12.416692225804681,0
"default",37,26,20,23,179.74809437899182,90
"normal",24,24,26,26,25.60681746195175,6.046977248653685
"default",10,27,7,7,209.84461148157123,100
"default",46,46,24,27,301.45152077294665,150
"default",22,12,40,23,220.33194282115318,110
"default",40,11,26,33,266.1766405756989,130
"default",40,38,30,49,159.50557108673436,70
"default",22,37,40,24,224.88185719676605,110
"default",48,48,11,34,399.76686030285174,200
"normal",24,24,22,27,17.597175493277938,11.804094709533862
"default",21,28,45,6,335.4614110723729,160
"default",28,17,20,22,110.94379808825434,50
"default",24,23,20,25,47.72118119895979,20
"default",14,34,35,22,250.3586361163856,120
"default",41,14,6,10,359.19902229858735,180
"default",5,5,12,34,304.9805292479301,150
"default",19,38,24,35,70.71314055699753,30
"default",15,47,23,16,327.4919972302915,160
"normal",15,49,26,26,26.11627499557438,52.65754672564837
"default",43,43,40,21,247.69753222876886,110
"default",13,38,25,23,194.74350023309472,100
"default",20,3,30,20,235.75075332788094,100
"default",16,24,49,49,419.96149129303967,210
"default",22,22,25,40,185.78999476552386,90
"default",40,12,40,37,286.87811308291106,120
"default",20,15,17,32,194.0872779880158,90
"default",24,32,47,15,307.65360523107074,140
"normal",30,15,26,26,30.15173190063855,54.217352871951455
"default",20,5,0,10,209.26732367506375,100
"default",15,41,20,16,258.78974454775283,130
"normal",24,35,28,24,25.49087386534616,6.570111291948719
"budget",40,15,20,0,306.7223857498069,500.0
"default",35,40,20,20,261.92737563871344,120
"default",35,15,28,40,264.83870370934113,130
"default",14,39,14,39,9.919212488396136,0
"default",23,16,40,24,196.24944516747254,90
"default",23,40,48,30,280.83723613163903,130
"default",28,32,30,17,155.5836694904343,80
"default",2,2,15,47,480.26062743293693,230
"default",33,15,42,12,106.78748182922433,50
"default",36,40,40,29,125.28935272270823,60
"default",40,36,20,12,334.41167809516196,160
"default",4,4,46,5,421.3326542749459,210
"default",34,20,10,37,297.7506455208478,150
"default",39,29,49,0,331.60636598782105,150
"default",10,17,44,30,379.6806172775436,180
"default",30,27,33,18,100.96210442495894,50
"budget",30,15,0,0,379.61258660858164,670.8203932499368
"default",48,30,20,4,393.31021101826076,190
"default",20,38,46,46,284.62186074052215,140
"default",26,15,10,30,229.18585201865915,110
"default",13,24,33,15,223.87089851933482,110
"default",18,32,27,15,196.0321054193173,100
"default",30,41,10,32,223.95579843243274,110
"default",22,13,10,13,128.83371457035133,60
"default",24,25,20,1,264.8955634277881,120
"default",28,40,15,42,135.98106172010543,70
"default",10,21,15,43,244.39396535742299,110
"default",23,25,30,16,118.6829808247888,60
"default",24,27,21,19,93.7853089231661,40
"default",10,33,40,39,314.3848014600598,150
"default",40,26,34,40,164.29984143793868,80
"default",23,23,10,28,164.79488304196164,70
"normal",24,24,25,24,27.78693425083227,5.173812334242215
"default",15,43,25,23,229.97973863282127,110
"hurry",10,35,20,0,7.8349268733196284,50
"default",3,10,41,14,388.5661920017847,190
"default",40,13,40,1,123.99101420679649,60
"default",43,30,30,47,218.69173738313432,110
"default",3,46,20,8,423.85157981015647,210
"default",44,15,42,11,48.0037084326029,20
"default",42,30,15,47,327.42226155812597,160
"default",40,24,15,46,341.33518185551924,170
"default",21,11,21,37,276.9924155445859,130
"normal",20,24,25,23,29.24809807622683,6.755762235260699
"default",38,28,18,39,241.43483238510245,110
"rich",20,30,42,15,53.80599325708145,7.726460228281011
"default",4,35,10,20,174.0366103163389,80
"default",19,40,14,24,175.8119077133912,80
"default",9,41,16,40,75.27414104819843,40
"default",30,28,20,16,158.1249295458728,80
"default",15,44,2,2,451.15178368688817,220
"default",21,29,44,15,286.4724650685885,130
"budget",24,24,20,0,287.8229287723219,486.62100242385753
"default",12,20,13,20,12.37368435358134,0
"default",3,35,10,14,232.50800950752128,110
"default",16,39,16,10,292.90515769766444,140
"default",41,41,15,47,277.0200569636438,130
"default",4,45,10,38,100.18482704447466,50
"budget",30,30,20,0,375.34109931192285,632.4555320336758
"rich",10,35,18,40,23.326995557960064,7.5765746200612565
"default",29,15,14,40,300.86283906353304,150
"default",20,28,20,10,188.83234722725132,90
"default",29,31,10,32,203.06003936336379,100
"default",17,39,20,25,148.94795325915993,70
"default",16,40,4,35,141.103598515989,60
"FareType","originX","originY","destX","destY","MaxWait","MaxCost"
"budget",24,24,20,0,286.7331113251437,486.62100242385753
"default",3,3,40,31,477.4055228864363,230
"default",40,26,20,40,256.83383347017536,120
"default",30,48,37,26,233.40425119196988,120
"default",27,15,32,17,54.784186317755,30
"default",18,40,40,6,416.7279747538336,200
"default",40,34,48,30,97.98245870697485,40
"default",30,21,20,22,108.66369289413929,50
"opportune",0,10,24,26,73.2875934431797,530.705840493496
"default",20,28,30,40,173.1991540808544,80
"default",40,35,29,29,132.86328185045792,60
"default",40,23,20,13,242.02123315196192,110
"default",40,39,10,40,306.5058515529027,150
"default",30,27,29,39,144.25908783141912,60
"normal",10,10,27,27,33.22629844886463,140.9291686007372
"normal",15,40,24,25,33.74710256618232,93.09460364363329
"default",11,24,19,20,102.42599294938205,40
"default",29,39,10,27,230.5523760279504,110
"default",43,30,40,31,45.83000410925108,20
"default",7,10,24,33,308.56820775666563,140
"default",29,16,24,35,204.64333549012528,100
"default",20,21,44,44,333.0152124879401,170
"default",16,20,23,36,182.18706269953014,90
"default",20,2,36,24,278.85861141891786,140
"default",13,24,40,13,311.2402693638036,150
"default",34,15,11,40,351.60736371113137,170
"default",9,10,15,40,320.93853637624574,150
"default",33,40,16,33,185.8759256511347,90
"default",47,3,30,16,235.28446796772937,110
"rich",30,15,22,22,48.60570856623867,6.17267790024259
"default",28,15,40,31,217.71208354004074,100
"default",40,24,19,10,283.9019064484832,130
"default",24,33,40,16,241.110440210186,120
"default",40,17,42,30,132.78430990277315,70
"default",8,35,20,2,366.1455542706609,180
"default",40,27,36,15,136.46911343945257,60
"default",5,44,29,39,250.30949177783654,120
"default",15,10,33,15,189.15981824370954,90
"default",28,32,22,22,128.4962754979474,60
"default",20,18,20,2,178.19200693559574,80
"default",16,24,25,23,101.30754491515027,50
"budget",40,30,20,0,414.24939471219244,721.1102550927978
"default",24,17,24,30,134.4218895480652,60
"budget",24,35,0,0,456.1207564380219,848.7638069569177
"default",40,2,40,14,132.90555549289775,60
"default",40,33,24,25,186.13425038999176,90
"default",27,38,40,32,170.17952652704855,70
"normal",10,40,24,28,46.58895058130892,21.96640533036758
"default",20,11,19,10,17.80708728580701,10
"default",48,1,24,18,302.31270786991814,150
"default",13,10,7,7,70.59494467794919,30
"default",12,20,30,17,201.35700005642795,90
"default",15,47,17,20,285.55917438066666,140
"default",21,28,12,40,156.91563418741603,80
"default",40,12,16,40,372.8250546532343,180
"default",17,32,24,32,73.9765824136218,40
"default",36,15,0,10,377.0911611839347,180
"default",36,40,24,31,158.015290870846,80
"default",38,15,24,34,257.18414366506465,120
"default",22,40,43,30,236.243658427732,120
"default",6,6,38,15,348.26699325081796,170
"default",26,40,45,45,209.43093606090667,100
"default",10,15,35,22,264.1686929308669,130
"default",23,40,40,3,415.0212893631305,200
"default",40,32,13,40,287.52164032170543,140
"default",21,40,13,38,110.0253174002451,40
"rich",20,20,40,19,40.08925742312451,8.524043695251242
"default",2,10,43,10,418.44117357739987,200
"default",10,36,30,40,209.5253329778982,100
"default",14,24,21,37,156.1066857382869,70
"default",9,35,20,7,314.1892136131209,150
"default",18,20,10,13,120.00994727500776,50
"default",2,35,30,20,319.564622215244,160
"budget",30,40,0,0,571.5838718513622,1000.0
"default",30,41,24,28,155.72418286170034,70
"default",21,11,44,7,242.82051003090177,120
"default",4,10,40,33,439.8806763822312,210
"default",45,6,40,19,146.09524957622108,70
"default",29,40,29,31,106.35168165100156,40
"default",20,40,40,26,250.15077748014482,120
"rich",20,24,11,36,24.210252740705393,8.508881964308587
"default",9,41,46,5,527.5864961903999,260
"default",41,30,14,40,293.0909849773871,140
"default",28,38,33,15,237.333286750713,120
"default",31,15,10,26,247.88372263058096,120
"default",24,30,45,6,326.0265108134257,160
"default",43,10,17,39,406.1512633917192,190
"default",35,23,43,10,170.45253252654217,80
"default",37,25,27,24,124.40248239796581,50
"rich",10,10,27,27,16.953635839368268,5.66413135617315
"default",24,26,34,21,118.23558899800217,60
"default",40,3,24,29,307.4554898887891,150
"default",25,34,3,35,243.05391005597667,110
"normal",49,0,28,24,45.929551528535555,121.0554954797915
"default",10,22,24,32,179.61311468957769,90
"default",24,22,39,15,169.7985664702559,80
"hurry",20,30,0,0,0.19521790489340402,50
"default",13,10,28,32,276.9069982192083,130
"default",25,36,4,35,219.77162636599502,110
"normal",40,15,27,27,42.90368151175104,31.717554986717325
"default",31,40,2,2,492.09326211902464,240
"default",46,46,43,43,63.67303205061235,20
"default",15,33,30,42,187.72402461323216,90
"default",24,31,10,39,181.87840669142457,80
"budget",40,15,20,0,292.09811019932886,500.0
"default",36,24,12,24,258.8511975294364,120
"default",33,19,29,31,134.92712502120236,60
"budget",24,15,0,0,335.5598366369313,566.0388679233962
"default",22,32,15,42,135.47970974091928,60
"rich",10,10,15,33,54.0635559500926,5.685750186015851
"default",16,20,14,39,210.39301756602924,100
"default",10,27,40,8,357.9437812713716,180
"rich",30,15,19,38,22.453294345328914,6.693422988755677
"default",15,24,23,16,122.85278549967872,60
"default",24,20,20,23,56.30820417631636,20
"default",33,15,6,6,292.83079888795413,140
"normal",10,10,27,27,41.22516204297706,61.732763405596955
"default",34,20,26,26,107.51329466087017,50
"default",44,30,10,10,403.27992542946333,200
"default",29,31,13,24,181.36497743035278,90
"default",13,40,20,17,242.36328999757853,120
"normal",10,24,23,25,21.548938393367376,25.226573655681186
"default",20,27,40,10,265.22629607970043,130
"default",34,40,6,6,448.76195998073734,220
"default",40,7,25,24,229.05996884165316,110
"default",23,14,20,24,112.66085740382374,50
"default",19,10,40,8,236.151184588891,110
"default",30,25,24,31,91.6106847603012,40
"default",41,15,18,10,253.55896262476006,120
"default",24,29,38,15,204.78137674858758,100
"normal",24,24,26,26,31.26024287227514,8.305059059783954
"default",20,5,40,39,397.7713486264805,200
"default",22,17,20,16,34.618464773400916,10
"default",23,34,26,24,126.93372128867995,50
"default",17,32,8,42,159.2690209802627,70
"default",20,26,11,34,128.71239080962624,60
"default",11,34,10,27,91.66038687588464,40
"default",27,20,40,8,198.6248116107967,90
"hurry",15,40,0,0,30.281138804423517,50
"rich",10,20,24,24,21.58282214634731,1.7423071778605534
"default",38,40,49,30,162.50889356165482,70
"opportune",10,35,24,23,15.014640335310995,570.7155394112175
"default",10,31,10,23,87.56470134579173,40
"default",29,15,20,30,188.4761800965636,90
"default",23,23,11,24,123.52208540741103,60
"default",25,23,40,14,185.36492339440326,90
"default",40,28,40,34,63.78809529592942,30
"default",42,15,6,10,374.6331257425346,180
"hurry",30,30,20,0,14.962920627115192,50
"default",41,41,30,16,292.11424668334195,140
"default",18,24,2,10,218.65720576156585,110
"default",36,40,13,20,331.70492034137357,150
"default",32,15,46,4,182.05466755075935,90
"default",22,26,20,19,79.82157141267955,40
"default",39,29,20,2,341.71183434905447,170
"opportune",10,24,24,23,68.39404796480174,389.35874504127946
"default",15,46,28,32,201.75322010218156,100
"default",44,8,10,13,350.02005770850025,170
"default",16,10,40,29,307.0915874301056,150
"normal",0,10,26,24,17.804352558561067,126.99754019905163
"default",17,24,10,28,88.21566413418529,40
"normal",24,24,27,27,29.296013557216362,5.696071062000058
"default",47,2,21,31,392.07989976772603,190
"default",37,26,20,10,248.6909531589908,120
"default",43,43,15,33,303.37191121039683,150
"default",10,16,14,40,266.8466453108333,120
"default",34,21,5,35,330.7766279121105,160
"default",30,27,48,1,317.5779486030154,160
"default",32,40,27,40,58.66226858221549,20
"default",30,48,40,4,460.08880773360175,230
"opportune",10,10,25,24,88.9929200864737,602.6036325381672
"default",27,32,0,10,355.68688718020303,170
"default",34,15,21,31,214.50288700932964,100
"normal",40,0,28,24,32.347108325933476,38.79816784552139
"opportune",20,20,27,24,15.381971793143643,265.81403825046715
"normal",24,24,28,24,32.30763349241187,11.759431616244346
"default",10,11,20,18,132.85217867484513,60
"default",14,39,19,40,62.65060654597093,30
"default",20,14,26,24,120.73410564663664,60
"default",20,17,22,26,103.29467806599958,50
"hurry",20,10,0,0,72.55978944741257,50
"default",20,16,20,28,149.99428222924328,60
"default",10,29,3,3,270.40701122377885,130
"default",41,13,40,20,89.33219200962648,40
"normal",49,30,27,32,42.41345948784753,17.433232094894517
"budget",15,40,0,0,491.1924992469885,854.4003745317531
"default",40,5,29,29,272.50434255898057,130
"default",26,15,1,1,292.3072668886398,140
"default",42,12,21,11,213.1016380221037,110
"opportune",10,35,25,25,6.151568721163632,404.17267713771156
"default",16,39,9,35,91.48509757874929,40
"default",35,22,49,15,160.6362049786344,80
"default",25,25,29,29,64.72051521298947,30
"default",47,30,8,10,445.5757972892873,220
"rich",10,35,11,40,55.58483145990439,3.9536305925199193
"default",24,17,48,15,263.7347912010003,120
"default",28,40,10,17,299.3385186184915,150
"default",19,20,29,16,116.78235511308898,50
"default",23,36,23,36,7.547973061746852,0
"default",21,24,24,22,45.465788261039506,20
"normal",0,49,26,26,40.65104569791352,34.50864913547519
"normal",49,15,22,27,38.42988983516365,77.9110114534875
"default",20,19,32,40,249.97698212366458,120
"default",20,6,26,21,178.2039408467107,80
"default",24,27,41,41,237.3851854536488,110
"default",24,40,15,41,92.60387572224164,50
"default",40,21,18,20,231.32540889419602,110
"default",45,45,42,11,345.21222424105656,170
"default",25,36,30,16,210.43602020947472,100
"default",40,24,20,18,217.5092635156874,100
"default",6,43,27,24,298.23347073926334,140
"normal",10,35,28,28,38.56206655566477,6.6856578244751965
"default",10,33,15,47,159.87977699289831,70
"default",13,20,38,40,341.37797237209287,160
"default",30,22,46,5,252.12189477349975,120
"default",29,24,30,27,42.78749479259105,20
"default",16,24,17,40,163.90295865530746,80
"default",24,16,4,45,372.857123936408,180
"default",24,29,24,18,128.79350688819773,60
"normal",24,24,24,23,20.553140759447402,2.948805307275126
"default",12,24,27,15,184.86536342444137,90
"default",20,25,40,32,219.77697536305377,110
"default",23,34,0,35,233.80951800251182,120
"default",13,24,24,34,160.28417867362242,70
"default",40,34,47,2,329.4289218304273,160
"normal",24,35,24,27,36.5338903584158,14.198321709753754
"default",40,2,40,11,97.27149128754505,40
"default",40,38,40,2,366.7190386777718,180
"default",27,15,27,32,181.34804726122957,80
"rich",20,20,15,45,15.247614459450046,13.48129226009325
"default",10,37,26,37,164.92040957269617,80
"normal",20,20,24,30,26.761447454367893,59.00639930936069
"default",20,27,21,11,166.92384480189102,80
"default",16,33,40,32,253.37773898776084,120
"default",20,9,9,35,298.0683800415751,140
"default",47,15,20,21,279.03744253533563,140
"default",19,24,30,26,132.50839441109014,60
"default",43,30,10,40,360.147781777814,170
"default",22,26,23,24,35.67262627240909,10
"default",10,17,20,24,126.82222428362462,60
"budget",10,40,0,0,470.9334898653339,824.6211251235321
"default",15,44,45,15,424.30547046396225,210
"default",10,25,28,18,206.4840648727355,100
"default",3,3,15,41,408.3629849533615,200
"default",5,35,21,28,185.94318844080107,90
"default",21,31,15,42,127.03801404672535,60
"default",38,27,19,38,238.04260042509955,110
"default",10,36,15,43,106.94197543035772,40
"default",11,36,48,48,405.44344411685927,190
"budget",24,35,0,0,476.0201112289425,848.7638069569177
"default",48,1,15,10,356.53973470102227,170
"normal",24,24,24,25,15.84670816436775,2.2144207431070124
"default",25,22,24,40,189.39486766018481,90
"budget",30,30,20,0,369.2568085004445,632.4555320336758
"default",17,32,20,2,305.613765501868,150
"default",14,39,10,11,285.7919377467219,140
"default",27,40,11,36,190.63716770711486,80
"default",41,13,38,28,156.91234841568735,80
"default",15,33,2,35,150.72764928386584,70
"default",5,5,15,41,375.82174508389824,190
"default",33,40,25,40,94.80986659019769,40
"default",30,26,19,24,121.43771142282948,60
"default",18,24,10,26,113.55306416344595,40
"default",15,20,10,26,81.63497691253475,40
"normal",40,15,26,26,13.272980857199649,3.887318937341861
"default",41,15,24,32,243.1108229392915,120
"default",31,16,32,15,27.43677812951003,10
"default",39,40,48,1,408.4352330566538,200
"default",18,40,20,5,358.6036174450053,180
"default",46,30,27,20,234.35195608795738,110
"normal",49,0,27,27,22.749136460881207,115.2738979404688
"default",3,10,48,1,463.09333100391495,230
"default",8,42,38,40,305.364789299063,150
"default",40,14,21,40,327.6771510800861,160
"normal",24,24,24,27,30.07759694906728,3.4469354237708574
"default",15,24,20,2,240.28178939426212,110
"default",45,30,10,11,426.2941263648581,200
"normal",20,20,24,26,34.46242451188657,33.45945596487283
"normal",24,24,26,21,27.032374889941018,19.52785716546629
"default",30,41,31,40,24.468577544730238,10
"default",28,32,24,23,104.56795251598703,50
"rich",10,35,46,15,36.87519336186186,6.4556462571026305
"default",30,46,25,34,157.04133714536195,60
"default",38,15,40,21,82.38853180755386,30
"normal",40,15,26,26,33.4870739338676,32.09521297061922
"normal",10,35,24,28,35.188293948952335,109.55825739008681
"default",18,20,27,19,98.924012758222,50
"default",40,12,20,30,273.1498677578113,130
"default",34,20,11,20,236.85810816199637,120
"default",30,19,8,10,245.9184859875781,120
"default",24,29,24,19,108.92389361576149,50
"default",10,22,10,17,57.22381700479985,20
"default",40,2,40,31,293.0378844759836,140
"hurry",20,30,0,0,4.366461115973471,50
"default",40,23,1,35,428.1276701370097,200
"normal",24,24,24,27,29.399442207660446,3.515061024779373
"default",22,37,33,40,118.87381489722753,60
"rich",10,10,37,15,57.037423222222635,3.681084983077241
"default",17,20,19,38,183.36324243653945,90
"default",43,9,29,24,220.33325235658756,100
"default",40,13,20,11,211.95258085207257,100
"default",13,34,25,36,133.85878346858573,60
"default",40,39,10,11,416.4296379697096,210
"hurry",40,30,20,0,0.6202942147012648,50
"default",47,47,47,15,328.07143813984027,160
"default",40,25,40,11,145.2357513780962,70
"default",40,26,46,15,147.97371764482236,60
"budget",40,30,20,0,402.9198977166659,721.1102550927978
"default",1,35,13,24,182.26558210102365,80
"budget",10,35,20,0,404.8567714729184,728.0109889280518
"default",11,24,7,35,122.43468844111081,60
"default",10,37,40,33,321.2828930883699,150
"default",10,17,24,33,217.94375669551104,110
"default",20,38,40,38,209.68451554074812,100
"default",32,40,7,35,259.4637850467968,130
"default",24,23,9,35,194.3112454305221,100
"default",13,10,43,9,315.38789668551226,150
"normal",40,15,28,28,24.94054360354493,58.24666418223828
"default",20,23,12,34,139.86039538967634,70
"default",46,5,15,40,470.98811878648814,230
"default",40,8,20,6,211.69165011338717,100
"default",3,35,47,30,455.7115893991756,220
"default",10,27,20,11,210.79014561974165,90
"default",20,1,9,35,361.5120071657602,180
"normal",40,15,24,27,35.30677566449041,40.06041924025874
"default",10,38,2,2,388.218252134215,180
"default",37,15,18,32,263.8584484822395,130
"default",40,37,22,12,310.31635425531556,150
"default",21,11,26,15,79.26531514739663,30
"default",16,39,18,40,25.997002191270123,10
"hurry",30,15,0,0,1.6519385850232893,50
"default",40,9,22,22,227.08751766654703,110
"hurry",40,40,20,0,0.8470539240255043,50
"default",26,40,10,29,207.9398247885926,100
"default",7,42,20,8,379.05505198609575,180
"normal",0,35,21,28,26.73247635684799,102.28077715784546
"normal",30,40,27,27,30.481622569030524,40.248010202164366
"default",6,6,42,42,527.2167441647997,250
"normal",40,15,26,24,34.32733909893218,18.87873031087675
"default",40,11,40,9,22.683166629109,10
"default",18,24,21,28,84.56323372270433,20
"default",26,15,5,44,360.48429981666703,180
"default",38,28,20,29,188.85870105388634,90
"default",19,31,10,30,99.67231093851179,50
"default",20,11,13,40,309.14077578826436,150
"default",35,15,40,23,98.85156955284621,50
"budget",40,15,20,0,317.3473781123534,500.0
"default",14,34,28,32,151.60627697099187,70
"default",20,8,40,17,227.34309167715773,110
"default",38,15,19,38,314.80707404065663,150
"default",27,20,11,34,220.85879728134188,110
"default",33,40,40,39,101.74414949831,40
"budget",24,24,20,0,281.5666232291088,486.62100242385753
"budget",24,15,0,0,348.56854752290695,566.0388679233962
"default",4,45,40,23,450.1900943361565,210
